CNPJ;Razao Social;Codigo do Cliente;Numero do Contrato;DR do Contrato;Codigo do Centro de Custos;Centro de Custos;Numero da Fatura;DR da Fatura;Status da Fatura;Inicio do Ciclo de Faturamento;Fim do Ciclo de Faturamento;Data de Emissao;Data de Vencimento;Data de Pagamento;Data de Cancelamento;Data de Fechamento;;;;;;;;;
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,74;R$ 27,74;785751744;OS785751744BR;R$ 158,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30220000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,76;R$ 27,76;785753192;OS785753192BR;R$ 160,56;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,76;R$ 27,76;785752838;OS785752838BR;R$ 160,88;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4536000;SAO PAULO;SP;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;60;R$ 10,69;R$ 10,69;785753895;OS785753895BR;R$ 163,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28013000;CAMPOS DOS GOYTACAZES;RJ;200;1100;1600;0;6000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 18,78;R$ 18,78;785752719;OS785752719BR;R$ 163,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27915000;MACAE;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 27,80;R$ 27,80;785754343;OS785754343BR;R$ 164,76;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1411000;SAO PAULO;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;2913;R$ 41,68;R$ 41,68;785752299;OS785752299BR;R$ 165,34;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;12242000;SAO JOSE DOS CAMPOS;SP;200;1100;1600;0;291300
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 27,83;R$ 27,83;785751801;OS785751801BR;R$ 167,67;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30720000;BELO HORIZONTE;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 27,85;R$ 27,85;785753665;OS785753665BR;R$ 169,33;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30720000;BELO HORIZONTE;MG;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;1440;R$ 35,94;R$ 35,94;785754017;OS785754017BR;R$ 169,93;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;3356000;SAO PAULO;SP;200;1100;1600;0;144000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,86;R$ 27,86;785751917;OS785751917BR;R$ 170,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,87;R$ 27,87;785751608;OS785751608BR;R$ 171,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30492000;;;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 19,25;R$ 19,25;785753113;OS785753113BR;R$ 172,27;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23860000;MANGARATIBA;RJ;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 27,88;R$ 27,88;785753201;OS785753201BR;R$ 172,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35460000;BRUMADINHO;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 27,88;R$ 27,88;785751625;OS785751625BR;R$ 172,62;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30315000;BELO HORIZONTE;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 36,64;R$ 36,64;785754992;OS785754992BR;R$ 173,04;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35010000;GOVERNADOR VALADARES;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 27,89;R$ 27,89;785754887;OS785754887BR;R$ 173,56;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;70673000;BRASILIA;DF;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 19,26;R$ 19,26;785753232;OS785753232BR;R$ 173,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;37470000;SAO LOURENCO;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 27,92;R$ 27,92;785753572;OS785753572BR;R$ 176,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 10,83;R$ 10,83;785751435;OS785751435BR;R$ 177,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;26381000;QUEIMADOS;RJ;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,95;R$ 27,95;785754808;OS785754808BR;R$ 179,55;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 27,96;R$ 27,96;785754595;OS785754595BR;R$ 180,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31275000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 66,10;R$ 66,10;785754913;OS785754913BR;R$ 185,95;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;49360000;BOQUIM;SE;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 43,45;R$ 43,45;785753904;OS785753904BR;R$ 186,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36660000;ALEM PARAIBA;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 28,03;R$ 28,03;785752515;OS785752515BR;R$ 187,13;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30240000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 28,03;R$ 28,03;785753039;OS785753039BR;R$ 187,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30575000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;400;R$ 29,16;R$ 29,16;785754564;OS785754564BR;R$ 189,08;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4145000;SAO PAULO;SP;200;1100;1600;0;40000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 19,09;R$ 19,09;785752002;OS785752002BR;R$ 194,24;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27946000;MACAE;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 28,11;R$ 28,11;785752705;OS785752705BR;R$ 195,14;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;81210000;CURITIBA;PR;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 55,13;R$ 55,13;785752342;OS785752342BR;R$ 195,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;96780000;;;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 19,11;R$ 19,11;785753498;OS785753498BR;R$ 196,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28915000;CABO FRIO;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;240;R$ 28,13;R$ 28,13;785754405;OS785754405BR;R$ 197,19;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30310000;BELO HORIZONTE;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;14/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 28,14;R$ 28,14;785755030;OS785755030BR;R$ 198,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80540000;CURITIBA;PR;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;180;R$ 28,15;R$ 28,15;785754604;OS785754604BR;R$ 199,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31270000;;;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 19,52;R$ 19,52;785754312;OS785754312BR;R$ 199,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28948000;SAO PEDRO DA ALDEIA;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;587;R$ 22,05;R$ 22,05;785754493;OS785754493BR;R$ 199,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28948000;SAO PEDRO DA ALDEIA;RJ;200;1100;1600;0;58700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 28,18;R$ 28,18;785753657;OS785753657BR;R$ 202,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;14021000;RIBEIRAO PRETO;SP;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;740;R$ 30,41;R$ 30,41;785752634;OS785752634BR;R$ 203,19;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30180000;BELO HORIZONTE;MG;200;1100;1600;0;74000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;180;R$ 28,21;R$ 28,21;785754961;OS785754961BR;R$ 205,52;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30260000;BELO HORIZONTE;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;320;R$ 29,33;R$ 29,33;785753630;OS785753630BR;R$ 206,16;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30320000;BELO HORIZONTE;MG;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;280;R$ 19,59;R$ 19,59;785753780;OS785753780BR;R$ 206,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23970000;PARATY;RJ;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 19,22;R$ 19,22;785753935;OS785753935BR;R$ 207,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28893000;RIO DAS OSTRAS;RJ;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;500;R$ 29,36;R$ 29,36;785753643;OS785753643BR;R$ 209,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30441000;;;200;1100;1600;0;50000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 19,62;R$ 19,62;785753277;OS785753277BR;R$ 209,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25820000;TRES RIOS;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 66,37;R$ 66,37;785751846;OS785751846BR;R$ 212,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;47400000;XIQUE-XIQUE;BA;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;280;R$ 11,19;R$ 11,19;785754825;OS785754825BR;R$ 213,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;26178000;BELFORD ROXO;RJ;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 19,29;R$ 19,29;785751656;OS785751656BR;R$ 214,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28621000;NOVA FRIBURGO;RJ;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;320;R$ 19,93;R$ 19,93;785753816;OS785753816BR;R$ 215,27;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27213000;VOLTA REDONDA;RJ;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 11,22;R$ 11,22;785752064;OS785752064BR;R$ 216,95;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25685000;PETROPOLIS;RJ;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 11,23;R$ 11,23;785752223;OS785752223BR;R$ 217,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;24350000;NITEROI;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 38,94;R$ 38,94;785754533;OS785754533BR;R$ 222,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;90160000;PORTO ALEGRE;RS;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 43,89;R$ 43,89;785752930;OS785752930BR;R$ 230,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35400000;OURO PRETO;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;440;R$ 29,64;R$ 29,64;785751850;OS785751850BR;R$ 237,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80440000;CURITIBA;PR;200;1100;1600;0;44000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 28,53;R$ 28,53;785753025;OS785753025BR;R$ 237,76;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30730000;BELO HORIZONTE;MG;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 19,53;R$ 19,53;785754578;OS785754578BR;R$ 238,35;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27213000;VOLTA REDONDA;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 20,01;R$ 20,01;785753921;OS785753921BR;R$ 248,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28950000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;320;R$ 29,75;R$ 29,75;785752648;OS785752648BR;R$ 248,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30380000;;;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 28,64;R$ 28,64;785752118;OS785752118BR;R$ 248,82;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30550000;BELO HORIZONTE;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 28,66;R$ 28,66;785751903;OS785751903BR;R$ 250,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1427000;SAO PAULO;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;400;R$ 12,70;R$ 12,70;785752890;OS785752890BR;R$ 251,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25935000;;;200;1100;1600;0;40000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 28,68;R$ 28,68;785752360;OS785752360BR;R$ 252,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 28,68;R$ 28,68;785754799;OS785754799BR;R$ 252,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;2700;R$ 42,56;R$ 42,56;785753997;OS785753997BR;R$ 253,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13082000;;;200;1100;1600;0;270000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 20,06;R$ 20,06;785752435;OS785752435BR;R$ 253,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27580000;ITATIAIA;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3298;PAC CONTRATO AG;1;120;R$ 23,74;R$ 23,74;760015386;OL760015386BR;R$ 255,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36525000;GUIRICEMA;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 20,10;R$ 20,10;785753759;OS785753759BR;R$ 257,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28976000;ARARUAMA;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;493;R$ 45,26;R$ 45,26;785754414;OS785754414BR;R$ 257,44;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35422000;;;200;1100;1600;0;49300
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 57,77;R$ 57,77;785753285;OS785753285BR;R$ 258,80;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;69057000;MANAUS;AM;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 20,15;R$ 20,15;785752016;OS785752016BR;R$ 262,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28360000;BOM JESUS DO ITABAPOANA;RJ;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;240;R$ 44,27;R$ 44,27;785752617;OS785752617BR;R$ 268,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35634000;BOM DESPACHO;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;460;R$ 29,96;R$ 29,96;785752784;OS785752784BR;R$ 269,85;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1420000;SAO PAULO;SP;200;1100;1600;0;46000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;400;R$ 51,95;R$ 51,95;785751687;OS785751687BR;R$ 270,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;40279000;;;200;1100;1600;0;40000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 44,29;R$ 44,29;785753674;OS785753674BR;R$ 270,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35606000;MARTINHO CAMPOS;MG;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 28,86;R$ 28,86;785752912;OS785752912BR;R$ 270,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35523000;NOVA SERRANA;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 28,86;R$ 28,86;785752254;OS785752254BR;R$ 270,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4006000;SAO PAULO;SP;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 57,95;R$ 57,95;785751965;OS785751965BR;R$ 276,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;65077000;SAO LUIS;MA;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 11,84;R$ 11,84;785752872;OS785752872BR;R$ 278,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25730000;PETROPOLIS;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;220;R$ 11,84;R$ 11,84;785752271;OS785752271BR;R$ 278,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25215000;;;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 29,00;R$ 29,00;785751832;OS785751832BR;R$ 284,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5013000;SAO PAULO;SP;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 44,44;R$ 44,44;785752736;OS785752736BR;R$ 285,24;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36700000;;;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;600;R$ 22,95;R$ 22,95;785754388;OS785754388BR;R$ 289,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;23970000;PARATY;RJ;200;1100;1600;0;60000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 11,97;R$ 11,97;785751934;OS785751934BR;R$ 291,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28016000;;;200;1100;1600;0;26000
